id,type,src,dst,app,latency,message,ctime,size,buffer
104,LINK,13,14,0,1.000002,M.USER.APP.0,10400,2000,0
104,LINK,14,15,0,1.000002,M.USER.APP.0,10401.000002,2000,0
105,LINK,13,14,0,1.000002,M.USER.APP.0,10500,2000,0
105,LINK,14,15,0,1.000002,M.USER.APP.0,10501.000002,2000,0
106,LINK,13,14,0,1.000002,M.USER.APP.0,10600,2000,0
106,LINK,14,15,0,1.000002,M.USER.APP.0,10601.000002,2000,0
107,LINK,13,14,0,1.000002,M.USER.APP.0,10700,2000,0
107,LINK,14,15,0,1.000002,M.USER.APP.0,10701.000002,2000,0
108,LINK,13,14,0,1.000002,M.USER.APP.0,10800,2000,0
108,LINK,14,15,0,1.000002,M.USER.APP.0,10801.000002,2000,0
109,LINK,13,14,0,1.000002,M.USER.APP.0,10900,2000,0
109,LINK,14,15,0,1.000002,M.USER.APP.0,10901.000002,2000,0
110,LINK,13,14,0,1.000002,M.USER.APP.0,11000,2000,0
110,LINK,14,15,0,1.000002,M.USER.APP.0,11001.000002,2000,0
111,LINK,13,14,0,1.000002,M.USER.APP.0,11100,2000,0
111,LINK,14,15,0,1.000002,M.USER.APP.0,11101.000002,2000,0
112,LINK,13,14,0,1.000002,M.USER.APP.0,11200,2000,0
112,LINK,14,15,0,1.000002,M.USER.APP.0,11201.000002,2000,0
113,LINK,13,14,0,1.000002,M.USER.APP.0,11300,2000,0
113,LINK,14,15,0,1.000002,M.USER.APP.0,11301.000002,2000,0
114,LINK,13,14,0,1.000002,M.USER.APP.0,11400,2000,0
114,LINK,14,15,0,1.000002,M.USER.APP.0,11401.000002,2000,0
115,LINK,13,14,0,1.000002,M.USER.APP.0,11500,2000,0
115,LINK,14,15,0,1.000002,M.USER.APP.0,11501.000002,2000,0
116,LINK,13,14,0,1.000002,M.USER.APP.0,11600,2000,0
116,LINK,14,15,0,1.000002,M.USER.APP.0,11601.000002,2000,0
117,LINK,13,14,0,1.000002,M.USER.APP.0,11700,2000,0
117,LINK,14,15,0,1.000002,M.USER.APP.0,11701.000002,2000,0
118,LINK,13,14,0,1.000002,M.USER.APP.0,11800,2000,0
118,LINK,14,15,0,1.000002,M.USER.APP.0,11801.000002,2000,0
119,LINK,13,14,0,1.000002,M.USER.APP.0,11900,2000,0
119,LINK,14,15,0,1.000002,M.USER.APP.0,11901.000002,2000,0
120,LINK,13,14,0,1.000002,M.USER.APP.0,12000,2000,0
120,LINK,14,15,0,1.000002,M.USER.APP.0,12001.000002,2000,0
121,LINK,13,14,0,1.000002,M.USER.APP.0,12100,2000,0
121,LINK,14,15,0,1.000002,M.USER.APP.0,12101.000002,2000,0
122,LINK,13,14,0,1.000002,M.USER.APP.0,12200,2000,0
122,LINK,14,15,0,1.000002,M.USER.APP.0,12201.000002,2000,0
123,LINK,13,14,0,1.000002,M.USER.APP.0,12300,2000,0
123,LINK,14,15,0,1.000002,M.USER.APP.0,12301.000002,2000,0
124,LINK,13,14,0,1.000002,M.USER.APP.0,12400,2000,0
124,LINK,14,15,0,1.000002,M.USER.APP.0,12401.000002,2000,0
125,LINK,13,14,0,1.000002,M.USER.APP.0,12500,2000,0
125,LINK,14,15,0,1.000002,M.USER.APP.0,12501.000002,2000,0
126,LINK,13,14,0,1.000002,M.USER.APP.0,12600,2000,0
126,LINK,14,15,0,1.000002,M.USER.APP.0,12601.000002,2000,0
127,LINK,13,14,0,1.000002,M.USER.APP.0,12700,2000,0
127,LINK,14,15,0,1.000002,M.USER.APP.0,12701.000002,2000,0
128,LINK,13,14,0,1.000002,M.USER.APP.0,12800,2000,0
128,LINK,14,15,0,1.000002,M.USER.APP.0,12801.000002,2000,0
129,LINK,13,14,0,1.000002,M.USER.APP.0,12900,2000,0
129,LINK,14,15,0,1.000002,M.USER.APP.0,12901.000002,2000,0
130,LINK,13,14,0,1.000002,M.USER.APP.0,13000,2000,0
130,LINK,14,15,0,1.000002,M.USER.APP.0,13001.000002,2000,0
131,LINK,13,14,0,1.000002,M.USER.APP.0,13100,2000,0
131,LINK,14,15,0,1.000002,M.USER.APP.0,13101.000002,2000,0
132,LINK,13,14,0,1.000002,M.USER.APP.0,13200,2000,0
132,LINK,14,15,0,1.000002,M.USER.APP.0,13201.000002,2000,0
133,LINK,13,14,0,1.000002,M.USER.APP.0,13300,2000,0
133,LINK,14,15,0,1.000002,M.USER.APP.0,13301.000002,2000,0
134,LINK,13,14,0,1.000002,M.USER.APP.0,13400,2000,0
134,LINK,14,15,0,1.000002,M.USER.APP.0,13401.000002,2000,0
135,LINK,13,14,0,1.000002,M.USER.APP.0,13500,2000,0
135,LINK,14,15,0,1.000002,M.USER.APP.0,13501.000002,2000,0
136,LINK,13,14,0,1.000002,M.USER.APP.0,13600,2000,0
136,LINK,14,15,0,1.000002,M.USER.APP.0,13601.000002,2000,0
137,LINK,13,14,0,1.000002,M.USER.APP.0,13700,2000,0
137,LINK,14,15,0,1.000002,M.USER.APP.0,13701.000002,2000,0
138,LINK,13,14,0,1.000002,M.USER.APP.0,13800,2000,0
138,LINK,14,15,0,1.000002,M.USER.APP.0,13801.000002,2000,0
139,LINK,13,14,0,1.000002,M.USER.APP.0,13900,2000,0
