id,type,app,module,message,DES.src,DES.dst,TOPO.src,TOPO.dst,module.src,service,time_in,time_out,time_emit,time_reception
19,COMP_M,0,0_3,0_(1-3),654,658,150,150,0_1,22.65730337078652,4426.332275241427,4448.989578612213,4426.332275241427,4426.332275241427
19,COMP_M,0,0_5,0_(1-5),654,659,150,150,0_1,28.60112359550562,4426.332275241427,4454.933398836933,4426.332275241427,4426.332275241427
19,COMP_M,0,0_6,0_(1-6),654,660,150,150,0_1,44.480898876404495,4426.332275241427,4470.813174117831,4426.332275241427,4426.332275241427
19,COMP_M,0,0_7,0_(1-7),654,661,150,150,0_1,46.61573033707865,4426.332275241427,4472.948005578505,4426.332275241427,4426.332275241427
20,COMP_M,1,1_9,M.USER.APP.1,651,662,2,150,None,39.73258426966292,4502.458523662615,4542.191107932278,3806.0,4502.458523662615
20,COMP_M,1,1_10,1_(9-10),662,663,150,150,1_9,37.742696629213484,4542.191107932278,4579.933804561491,4542.191107932278,4542.191107932278
20,COMP_M,1,1_11,1_(9-11),662,664,150,150,1_9,34.331460674157306,4542.191107932278,4576.522568606435,4542.191107932278,4542.191107932278
20,COMP_M,1,1_12,1_(9-12),662,665,150,150,1_9,29.42808988764045,4542.191107932278,4571.619197819919,4542.191107932278,4542.191107932278
20,COMP_M,1,1_13,1_(9-13),662,666,150,150,1_9,47.801123595505615,4542.191107932278,4589.992231527784,4542.191107932278,4542.191107932278
20,COMP_M,1,1_15,1_(9-15),662,667,150,150,1_9,67.10337078651685,4542.191107932278,4609.294478718795,4542.191107932278,4542.191107932278
20,COMP_M,1,1_18,1_(9-18),662,668,150,150,1_9,36.82808988764045,4542.191107932278,4579.019197819918,4542.191107932278,4542.191107932278
20,COMP_M,1,1_16,1_(12-16),665,669,150,150,1_12,23.562921348314607,4571.619197819919,4595.182119168233,4571.619197819919,4571.619197819919
20,COMP_M,1,1_14,1_(12-14),665,670,150,150,1_12,52.33370786516854,4571.619197819919,4623.952905685087,4571.619197819919,4571.619197819919
20,COMP_M,1,1_17,1_(13-17),666,671,150,150,1_13,56.70337078651686,4589.992231527784,4646.6956023143,4589.992231527784,4589.992231527784
21,COMP_M,0,0_0,M.USER.APP.0,652,653,1,150,None,46.768539325842696,4679.482388639758,4726.250927965601,3869.0,4679.482388639758
21,COMP_M,0,0_1,0_(0-1),653,654,150,150,0_0,54.12247191011236,4726.250927965601,4780.3733998757125,4726.250927965601,4726.250927965601
21,COMP_M,0,0_2,0_(0-2),653,655,150,150,0_0,31.78988764044944,4726.250927965601,4758.04081560605,4726.250927965601,4726.250927965601
21,COMP_M,0,0_4,0_(0-4),653,656,150,150,0_0,48.785393258426964,4726.250927965601,4775.036321224027,4726.250927965601,4726.250927965601
21,COMP_M,0,0_8,0_(1-8),654,657,150,150,0_1,40.96179775280899,4780.3733998757125,4821.335197628521,4780.3733998757125,4780.3733998757125
21,COMP_M,0,0_3,0_(1-3),654,658,150,150,0_1,22.65730337078652,4780.3733998757125,4803.030703246499,4780.3733998757125,4780.3733998757125
21,COMP_M,0,0_5,0_(1-5),654,659,150,150,0_1,28.60112359550562,4780.3733998757125,4808.974523471218,4780.3733998757125,4780.3733998757125
21,COMP_M,0,0_6,0_(1-6),654,660,150,150,0_1,44.480898876404495,4780.3733998757125,4824.854298752117,4780.3733998757125,4780.3733998757125
21,COMP_M,0,0_7,0_(1-7),654,661,150,150,0_1,46.61573033707865,4780.3733998757125,4826.989130212791,4780.3733998757125,4780.3733998757125
22,COMP_M,0,0_0,M.USER.APP.0,652,653,1,150,None,46.768539325842696,4856.506253616901,4903.274792942743,4014.0,4856.506253616901
22,COMP_M,0,0_1,0_(0-1),653,654,150,150,0_0,54.12247191011236,4903.274792942743,4957.397264852855,4903.274792942743,4903.274792942743
22,COMP_M,0,0_2,0_(0-2),653,655,150,150,0_0,31.78988764044944,4903.274792942743,4935.064680583193,4903.274792942743,4903.274792942743
22,COMP_M,0,0_4,0_(0-4),653,656,150,150,0_0,48.785393258426964,4903.274792942743,4952.06018620117,4903.274792942743,4903.274792942743
22,COMP_M,0,0_8,0_(1-8),654,657,150,150,0_1,40.96179775280899,4957.397264852855,4998.359062605664,4957.397264852855,4957.397264852855
22,COMP_M,0,0_3,0_(1-3),654,658,150,150,0_1,22.65730337078652,4957.397264852855,4980.054568223642,4957.397264852855,4957.397264852855
22,COMP_M,0,0_5,0_(1-5),654,659,150,150,0_1,28.60112359550562,4957.397264852855,4985.998388448361,4957.397264852855,4957.397264852855
22,COMP_M,0,0_6,0_(1-6),654,660,150,150,0_1,44.480898876404495,4957.397264852855,5001.8781637292595,4957.397264852855,4957.397264852855
22,COMP_M,0,0_7,0_(1-7),654,661,150,150,0_1,46.61573033707865,4957.397264852855,5004.0129951899335,4957.397264852855,4957.397264852855
23,COMP_M,0,0_0,M.USER.APP.0,652,653,1,150,None,46.768539325842696,5033.530118594043,5080.298657919886,4483.0,5033.530118594043
23,COMP_M,0,0_1,0_(0-1),653,654,150,150,0_0,54.12247191011236,5080.298657919886,5134.421129829998,5080.298657919886,5080.298657919886
23,COMP_M,0,0_2,0_(0-2),653,655,150,150,0_0,31.78988764044944,5080.298657919886,5112.088545560336,5080.298657919886,5080.298657919886
23,COMP_M,0,0_4,0_(0-4),653,656,150,150,0_0,48.785393258426964,5080.298657919886,5129.084051178313,5080.298657919886,5080.298657919886
23,COMP_M,0,0_8,0_(1-8),654,657,150,150,0_1,40.96179775280899,5134.421129829998,5175.382927582807,5134.421129829998,5134.421129829998
23,COMP_M,0,0_3,0_(1-3),654,658,150,150,0_1,22.65730337078652,5134.421129829998,5157.078433200784,5134.421129829998,5134.421129829998
23,COMP_M,0,0_5,0_(1-5),654,659,150,150,0_1,28.60112359550562,5134.421129829998,5163.022253425504,5134.421129829998,5134.421129829998
23,COMP_M,0,0_6,0_(1-6),654,660,150,150,0_1,44.480898876404495,5134.421129829998,5178.902028706402,5134.421129829998,5134.421129829998
23,COMP_M,0,0_7,0_(1-7),654,661,150,150,0_1,46.61573033707865,5134.421129829998,5181.036860167076,5134.421129829998,5134.421129829998
24,COMP_M,0,0_0,M.USER.APP.0,652,653,1,150,None,46.768539325842696,5210.553983571186,5257.322522897029,4552.0,5210.553983571186
24,COMP_M,0,0_1,0_(0-1),653,654,150,150,0_0,54.12247191011236,5257.322522897029,5311.444994807141,5257.322522897029,5257.322522897029
24,COMP_M,0,0_2,0_(0-2),653,655,150,150,0_0,31.78988764044944,5257.322522897029,5289.112410537478,5257.322522897029,5257.322522897029
24,COMP_M,0,0_4,0_(0-4),653,656,150,150,0_0,48.785393258426964,5257.322522897029,5306.107916155455,5257.322522897029,5257.322522897029
24,COMP_M,0,0_8,0_(1-8),654,657,150,150,0_1,40.96179775280899,5311.444994807141,5352.406792559949,5311.444994807141,5311.444994807141
24,COMP_M,0,0_3,0_(1-3),654,658,150,150,0_1,22.65730337078652,5311.444994807141,5334.102298177927,5311.444994807141,5311.444994807141
24,COMP_M,0,0_5,0_(1-5),654,659,150,150,0_1,28.60112359550562,5311.444994807141,5340.046118402646,5311.444994807141,5311.444994807141
24,COMP_M,0,0_6,0_(1-6),654,660,150,150,0_1,44.480898876404495,5311.444994807141,5355.925893683545,5311.444994807141,5311.444994807141
